kp0_x,kp0_y,kp0_z,kp1_x,kp1_y,kp1_z,kp2_x,kp2_y,kp2_z,kp3_x,kp3_y,kp3_z,kp4_x,kp4_y,kp4_z,kp5_x,kp5_y,kp5_z,kp6_x,kp6_y,kp6_z,kp7_x,kp7_y,kp7_z,kp8_x,kp8_y,kp8_z,kp9_x,kp9_y,kp9_z,kp10_x,kp10_y,kp10_z,kp11_x,kp11_y,kp11_z,kp12_x,kp12_y,kp12_z,kp13_x,kp13_y,kp13_z,kp14_x,kp14_y,kp14_z,kp15_x,kp15_y,kp15_z,kp16_x,kp16_y,kp16_z,kp17_x,kp17_y,kp17_z,kp18_x,kp18_y,kp18_z,kp19_x,kp19_y,kp19_z,kp20_x,kp20_y,kp20_z,label
0.5522334575653076,0.9686472415924072,8.993402502710524e-07,0.44081762433052063,0.9627522826194763,-0.06490938365459442,0.3407965898513794,0.8995183706283569,-0.11066935211420059,0.252788782119751,0.8527198433876038,-0.14955292642116547,0.16557525098323822,0.8343989849090576,-0.19011910259723663,0.3863929212093353,0.6471986770629883,-0.08474214375019073,0.31651824712753296,0.5115759968757629,-0.13280245661735535,0.2691357433795929,0.4289723336696625,-0.17081603407859802,0.22762568295001984,0.3531818985939026,-0.19938474893569946,0.4543216824531555,0.6095584034919739,-0.08967147767543793,0.40103939175605774,0.43733787536621094,-0.1345631182193756,0.36180612444877625,0.32395055890083313,-0.17089994251728058,0.32666510343551636,0.2246672809123993,-0.19774727523326874,0.5269786715507507,0.6139609217643738,-0.10077761113643646,0.490885853767395,0.4427025020122528,-0.14681412279605865,0.4628048539161682,0.3317425549030304,-0.1761181652545929,0.4349716901779175,0.23306867480278015,-0.19616003334522247,0.5995639562606812,0.6470035314559937,-0.11665703356266022,0.5908676385879517,0.5102864503860474,-0.15831774473190308,0.5801811218261719,0.41616135835647583,-0.1760467290878296,0.5676394104957581,0.3267083466053009,-0.18766389787197113,1
0.5537903904914856,0.9591659307479858,8.293995392705256e-07,0.4426124095916748,0.9555858373641968,-0.06050228327512741,0.34319108724594116,0.8860793113708496,-0.10084792226552963,0.2577747404575348,0.8348518013954163,-0.1351863443851471,0.17262092232704163,0.8173380494117737,-0.17122451961040497,0.3871895372867584,0.6414106488227844,-0.07639393210411072,0.3196287751197815,0.5057966709136963,-0.12051902711391449,0.27277177572250366,0.42501962184906006,-0.15574221312999725,0.23110580444335938,0.3510674834251404,-0.1831003874540329,0.45307496190071106,0.6042952537536621,-0.08225581794977188,0.4011295437812805,0.435355544090271,-0.12481299042701721,0.3632146120071411,0.3267005681991577,-0.1595550924539566,0.3295081555843353,0.2319258451461792,-0.1855253428220749,0.5235823392868042,0.6075704097747803,-0.09418187290430069,0.4895496368408203,0.44011861085891724,-0.1400619000196457,0.4634101092815399,0.33329740166664124,-0.16797715425491333,0.4365743398666382,0.23700553178787231,-0.18683257699012756,0.5944299697875977,0.638850748538971,-0.11056311428546906,0.5852684378623962,0.5041486024856567,-0.1533319652080536,0.5753006935119629,0.4116201102733612,-0.17128682136535645,0.5630648136138916,0.32296380400657654,-0.18293417990207672,1
0.5468539595603943,0.8980082869529724,6.218111252564995e-07,0.4480888247489929,0.8959593772888184,-0.04490601271390915,0.35683661699295044,0.8300434947013855,-0.07485570013523102,0.2821248471736908,0.7809398174285889,-0.10093850642442703,0.20905444025993347,0.7658325433731079,-0.12873539328575134,0.3964352309703827,0.6180962324142456,-0.05816102772951126,0.3334504961967468,0.5002662539482117,-0.09497078508138657,0.29112476110458374,0.4315915107727051,-0.12470927834510803,0.25410938262939453,0.3690609037876129,-0.14774033427238464,0.45181986689567566,0.584153950214386,-0.06635645031929016,0.40031906962394714,0.43732303380966187,-0.10223458707332611,0.36250022053718567,0.34383687376976013,-0.13202893733978271,0.32915765047073364,0.26380541920661926,-0.15382008254528046,0.5131425857543945,0.5844185948371887,-0.07912824302911758,0.4777178168296814,0.4363449811935425,-0.11785458773374557,0.4526154398918152,0.3438631296157837,-0.14081701636314392,0.42760559916496277,0.2616698741912842,-0.15599611401557922,0.5759783387184143,0.6100759506225586,-0.09513316303491592,0.5634976029396057,0.49050748348236084,-0.13065075874328613,0.553877592086792,0.40959620475769043,-0.14416493475437164,0.5431782603263855,0.3328854441642761,-0.15253591537475586,1
0.5863893628120422,0.8573161363601685,6.273425015024259e-07,0.49422743916511536,0.8630526065826416,-0.04341157525777817,0.4114167392253876,0.8058606386184692,-0.07096144556999207,0.3434787392616272,0.7605023384094238,-0.09435654431581497,0.27737918496131897,0.7438859939575195,-0.11883094906806946,0.44217532873153687,0.6057899594306946,-0.048956818878650665,0.3872004449367523,0.4999842047691345,-0.08016274869441986,0.3499237298965454,0.43514013290405273,-0.10658954083919525,0.3176097273826599,0.3773791790008545,-0.12711623311042786,0.49335479736328125,0.569952666759491,-0.05423273146152496,0.4479313790798187,0.4356064796447754,-0.08326670527458191,0.41529208421707153,0.34985971450805664,-0.10927143692970276,0.3856836259365082,0.27589982748031616,-0.12850357592105865,0.5496972799301147,0.5655359029769897,-0.06424711644649506,0.515798032283783,0.43117135763168335,-0.09548719227313995,0.4910227656364441,0.34684768319129944,-0.11636994034051895,0.46687033772468567,0.27275699377059937,-0.1307961642742157,0.607568085193634,0.5848981738090515,-0.07771783322095871,0.5962211489677429,0.475947767496109,-0.10644403100013733,0.5864449739456177,0.40286725759506226,-0.11826396733522415,0.5751824975013733,0.33422067761421204,-0.12594205141067505,1
0.7543808817863464,0.9506068229675293,5.342349709280825e-07,0.6451627016067505,0.939389705657959,-0.04630362614989281,0.5518112182617188,0.8763342499732971,-0.07995650172233582,0.47920751571655273,0.8201651573181152,-0.10996520519256592,0.4051246643066406,0.7970859408378601,-0.14184410870075226,0.5968906879425049,0.6556191444396973,-0.0591464564204216,0.535605251789093,0.525978684425354,-0.09846188873052597,0.49351024627685547,0.4453396201133728,-0.13030412793159485,0.4581455588340759,0.3758588433265686,-0.1539231538772583,0.6581254005432129,0.6235883831977844,-0.06672322005033493,0.6184552907943726,0.4643409848213196,-0.10194413363933563,0.5898973941802979,0.3622162342071533,-0.1313985288143158,0.5649570226669312,0.27384212613105774,-0.15326088666915894,0.7211626768112183,0.6287280917167664,-0.07934504747390747,0.6977260708808899,0.4759116768836975,-0.1149558275938034,0.6785455942153931,0.379570871591568,-0.13866443932056427,0.659500002861023,0.2952926754951477,-0.15520702302455902,0.7866997718811035,0.6589376926422119,-0.09575742483139038,0.7859169244766235,0.5338268876075745,-0.1266927868127823,0.7789670825004578,0.45145076513290405,-0.13948029279708862,0.7694870233535767,0.3745347857475281,-0.14806415140628815,1
0.8264939785003662,1.012877106666565,8.142328056237602e-07,0.7353110909461975,0.9884626865386963,-0.06198043003678322,0.6560319662094116,0.9352670907974243,-0.11199068278074265,0.5782243013381958,0.8938978314399719,-0.15576423704624176,0.4998943507671356,0.8752807378768921,-0.20213396847248077,0.7010328769683838,0.7016964554786682,-0.0892840027809143,0.6431086659431458,0.5656371116638184,-0.1362839788198471,0.6066322326660156,0.47833824157714844,-0.17245221138000488,0.578446090221405,0.3967844545841217,-0.1990748643875122,0.773038387298584,0.6709909439086914,-0.09208954870700836,0.7451297640800476,0.5095910429954529,-0.1361609399318695,0.7307662963867188,0.40432411432266235,-0.17087619006633759,0.7190754413604736,0.3059149384498596,-0.1962646245956421,0.8434491157531738,0.682288408279419,-0.09946471452713013,0.831397294998169,0.52508145570755,-0.142667755484581,0.8242164254188538,0.41799819469451904,-0.17023415863513947,0.8157635927200317,0.32299575209617615,-0.1888033151626587,0.9093815684318542,0.7174776792526245,-0.11094937473535538,0.9131653904914856,0.5873812437057495,-0.14648421108722687,0.9151061177253723,0.49989306926727295,-0.1603911966085434,0.914803147315979,0.4160856008529663,-0.16945655643939972,1
0.7910221219062805,0.9641112089157104,6.148804345684766e-07,0.6844757199287415,0.9499589204788208,-0.056605253368616104,0.5936876535415649,0.8902170062065125,-0.09835710376501083,0.5195934772491455,0.8345409035682678,-0.13495181500911713,0.4424595832824707,0.8096631169319153,-0.17386236786842346,0.6481291055679321,0.6624151468276978,-0.07554871588945389,0.5876513123512268,0.5257307887077332,-0.12071800231933594,0.5488038659095764,0.43671685457229614,-0.15621046721935272,0.5172773599624634,0.35671043395996094,-0.18250423669815063,0.7147072553634644,0.6310468912124634,-0.08079944550991058,0.6811416149139404,0.46552610397338867,-0.12247326970100403,0.6620299220085144,0.3597331941127777,-0.15575885772705078,0.646299421787262,0.2622544467449188,-0.18029393255710602,0.7812989950180054,0.6386780738830566,-0.09137437492609024,0.7640182375907898,0.4815545082092285,-0.13253836333751678,0.7550823092460632,0.37631213665008545,-0.15926814079284668,0.7464523911476135,0.2807424068450928,-0.17770305275917053,0.8471522331237793,0.6709411144256592,-0.10632583498954773,0.8476941585540771,0.543779730796814,-0.14053408801555634,0.8480690717697144,0.4596201479434967,-0.1542309820652008,0.8478723168373108,0.3786466121673584,-0.163559228181839,1
0.6876490116119385,0.9168267250061035,5.307143169375195e-07,0.5829906463623047,0.9049829244613647,-0.042644526809453964,0.4923180639743805,0.8410097360610962,-0.07030022889375687,0.42345744371414185,0.7877119183540344,-0.09458298981189728,0.35570287704467773,0.7694579362869263,-0.12090764939785004,0.5391908884048462,0.6264323592185974,-0.05115138366818428,0.48288291692733765,0.501960277557373,-0.08591431379318237,0.4463639557361603,0.4242939352989197,-0.11529825627803802,0.4142771363258362,0.3565424680709839,-0.13766832649707794,0.599972665309906,0.594443142414093,-0.058588720858097076,0.5645157098770142,0.4363069236278534,-0.09003365784883499,0.5408491492271423,0.33753520250320435,-0.11780311912298203,0.5196803212165833,0.25382474064826965,-0.13860522210597992,0.661942720413208,0.5966037511825562,-0.07089278846979141,0.6436067223548889,0.44457679986953735,-0.10370884090662003,0.6280060410499573,0.3482820987701416,-0.1257346272468567,0.6113290190696716,0.26366356015205383,-0.14119382202625275,0.7240524291992188,0.6235796213150024,-0.08677943795919418,0.7244324684143066,0.5040546655654907,-0.1149868443608284,0.7217879295349121,0.42423903942108154,-0.12536218762397766,0.717207133769989,0.3504958152770996,-0.13255293667316437,1
0.509961724281311,0.8873658180236816,5.678223828908813e-07,0.4206017553806305,0.9023892879486084,-0.042211953550577164,0.3297124207019806,0.8617151975631714,-0.07137872278690338,0.25691843032836914,0.834752082824707,-0.09661802649497986,0.19068485498428345,0.8340505361557007,-0.12342090904712677,0.351821631193161,0.6495118737220764,-0.052544355392456055,0.2865774631500244,0.5529986619949341,-0.08494380861520767,0.24406370520591736,0.4962906241416931,-0.11248181760311127,0.2064618170261383,0.44653189182281494,-0.13394048810005188,0.4003888964653015,0.6119402050971985,-0.059197522699832916,0.3436354994773865,0.4864862263202667,-0.09007211774587631,0.3059210479259491,0.4055260419845581,-0.11758007109165192,0.27330318093299866,0.33778974413871765,-0.13817869126796722,0.45556503534317017,0.6053420305252075,-0.07031729817390442,0.41337817907333374,0.4766208529472351,-0.10378994047641754,0.3846712112426758,0.3937722444534302,-0.1276961714029312,0.35752126574516296,0.32078292965888977,-0.1445448249578476,0.5133468508720398,0.6214178800582886,-0.0844985619187355,0.49728521704673767,0.5164220333099365,-0.11615744233131409,0.4855365753173828,0.4444763660430908,-0.13095924258232117,0.4725862145423889,0.3764042258262634,-0.14103269577026367,1
0.42536914348602295,0.8354218006134033,5.538336722565873e-07,0.33581748604774475,0.8505140542984009,-0.03977372869849205,0.24699439108371735,0.8040472269058228,-0.06668826937675476,0.17622928321361542,0.7729945182800293,-0.09006877988576889,0.10998348891735077,0.7670451998710632,-0.11537259072065353,0.27747827768325806,0.5928784608840942,-0.04519890621304512,0.21951742470264435,0.49451321363449097,-0.07383814454078674,0.17988504469394684,0.43577802181243896,-0.09965953230857849,0.14385002851486206,0.3864767253398895,-0.1202104389667511,0.32584765553474426,0.5564604997634888,-0.051850929856300354,0.27770930528640747,0.4285149574279785,-0.07852140814065933,0.24333550035953522,0.3477812707424164,-0.10504788160324097,0.21160143613815308,0.28065985441207886,-0.12501925230026245,0.3813508152961731,0.550255537033081,-0.06288795918226242,0.34379827976226807,0.41955816745758057,-0.0924600288271904,0.31700655817985535,0.3366132974624634,-0.11667678505182266,0.2909487187862396,0.2639463245868683,-0.1342274248600006,0.43953514099121094,0.5678556561470032,-0.07683436572551727,0.4268953204154968,0.4614729881286621,-0.10498609393835068,0.41764065623283386,0.3915502727031708,-0.11880093067884445,0.40685760974884033,0.3276885151863098,-0.12841713428497314,1
